timestamp,temperature,humidity,pressure
2025-05-11 13:36:42,39.89,31.72,1017.45
2025-05-11 13:36:47,39.94,31.56,1017.44
2025-05-11 13:36:52,39.89,31.46,1017.47
2025-05-11 13:36:57,39.92,31.73,1017.48
2025-05-11 13:37:02,39.98,31.86,1017.46
2025-05-11 13:37:07,39.9,31.68,1017.45
2025-05-11 13:37:12,40.01,31.69,1017.44
2025-05-11 13:37:17,39.96,31.48,1017.43
2025-05-11 13:37:22,40.01,31.64,1017.44
2025-05-11 13:37:27,40.01,31.66,1017.36
2025-05-11 13:37:32,40.15,31.48,1017.37
2025-05-11 13:37:37,39.98,31.52,1017.38
2025-05-11 13:37:42,40.06,31.52,1017.42
2025-05-11 13:37:47,40.05,31.41,1017.41
2025-05-11 13:37:52,40.05,31.29,1017.42
2025-05-11 13:37:57,40.06,31.42,1017.47
2025-05-11 13:38:02,40.08,30.88,1017.44
2025-05-11 13:38:08,40.12,31.49,1017.43
2025-05-11 13:38:13,40.12,31.64,1017.4
2025-05-11 13:38:18,40.12,31.32,1017.41
2025-05-11 13:38:23,40.15,31.38,1017.38
2025-05-11 13:38:28,40.22,32.36,1017.41
2025-05-11 13:38:33,40.19,31.44,1017.41
2025-05-11 13:38:38,40.15,31.63,1017.43
2025-05-11 13:38:43,40.06,31.6,1017.41
2025-05-11 13:38:48,40.01,31.07,1017.39
2025-05-11 13:38:53,40.21,31.53,1017.4
2025-05-11 13:38:58,40.21,31.41,1017.41
2025-05-11 13:39:03,40.15,31.48,1017.42
2025-05-11 13:39:08,40.26,31.52,1017.42
2025-05-11 13:39:13,40.12,31.49,1017.46
2025-05-11 13:39:18,40.24,31.42,1017.43
2025-05-11 13:39:23,40.17,31.46,1017.43
2025-05-11 13:39:28,40.13,31.28,1017.44
2025-05-11 13:39:33,40.17,31.32,1017.41
2025-05-11 13:39:38,40.15,31.18,1017.4
2025-05-11 13:39:43,40.17,31.45,1017.43
2025-05-11 13:39:48,40.19,31.6,1017.43
2025-05-11 13:39:53,40.12,31.38,1017.42
2025-05-11 13:39:58,40.13,30.45,1017.46
2025-05-11 13:40:03,40.12,32.14,1017.4
2025-05-11 13:40:08,40.12,31.51,1017.43
2025-05-11 13:40:13,40.13,31.85,1017.44
2025-05-11 13:40:18,40.06,31.36,1017.42
2025-05-11 13:40:23,40.15,31.35,1017.41
2025-05-11 13:40:28,40.13,31.3,1017.38
2025-05-11 13:40:33,40.22,31.42,1017.39
2025-05-11 13:40:38,39.99,31.07,1017.4
2025-05-11 13:40:43,40.19,30.84,1017.4
2025-05-11 13:40:48,40.05,31.58,1017.4
2025-05-11 13:40:53,40.08,31.47,1017.36
2025-05-11 13:40:58,40.13,31.86,1017.39
2025-05-11 13:41:03,40.06,31.26,1017.38
2025-05-11 13:41:08,40.06,31.25,1017.37
2025-05-11 13:41:13,40.05,31.46,1017.36
2025-05-11 13:41:18,40.08,31.46,1017.4
2025-05-11 13:41:23,40.06,31.58,1017.37
2025-05-11 13:41:28,40.08,31.35,1017.41
2025-05-11 13:41:33,40.08,31.39,1017.39
2025-05-11 13:41:38,40.08,31.8,1017.38
2025-05-11 13:41:43,40.08,31.51,1017.39
2025-05-11 13:41:48,40.08,31.48,1017.4
2025-05-11 13:41:53,40.03,31.48,1017.42
2025-05-11 13:41:58,40.06,31.39,1017.45
2025-05-11 13:42:03,40.05,31.2,1017.48
2025-05-11 13:42:08,40.22,31.31,1017.42
2025-05-11 13:42:13,40.17,31.43,1017.43
2025-05-11 13:42:18,40.08,31.2,1017.41
2025-05-11 13:42:23,40.05,32.03,1017.43
2025-05-11 13:42:28,40.08,31.57,1017.44
2025-05-11 13:42:33,40.1,31.23,1017.42
2025-05-11 13:42:38,40.1,31.5,1017.41
2025-05-11 13:42:43,40.08,31.31,1017.45
2025-05-11 13:42:48,40.03,31.65,1017.41
2025-05-11 13:42:53,40.13,32.53,1017.43
2025-05-11 13:42:58,39.96,32.2,1017.43
2025-05-11 13:43:03,40.13,31.3,1017.42
2025-05-11 13:43:08,40.15,31.61,1017.42
2025-05-11 13:43:13,40.1,31.27,1017.44
2025-05-11 13:43:18,40.05,31.46,1017.43
2025-05-11 13:43:23,40.1,31.44,1017.43
2025-05-11 13:43:28,40.12,31.03,1017.44
2025-05-11 13:43:33,40.19,31.2,1017.44
2025-05-11 13:43:38,40.17,31.87,1017.45
2025-05-11 13:43:43,40.22,31.3,1017.48
2025-05-11 13:43:48,40.08,31.57,1017.43
2025-05-11 13:43:53,40.13,31.25,1017.42
2025-05-11 13:43:58,40.13,31.3,1017.43
2025-05-11 13:44:03,40.19,30.61,1017.43
2025-05-11 13:44:08,40.17,31.3,1017.44
2025-05-11 13:44:13,40.22,31.29,1017.41
2025-05-11 13:44:18,40.15,30.97,1017.45
2025-05-11 13:44:23,40.26,30.42,1017.46
2025-05-11 13:44:28,40.1,31.26,1017.45
2025-05-11 13:44:33,40.08,31.18,1017.46
2025-05-11 13:44:38,40.24,31.52,1017.49
2025-05-11 13:44:43,40.15,31.25,1017.46
2025-05-11 13:44:48,40.1,31.44,1017.46
2025-05-11 13:44:53,40.19,31.47,1017.45
2025-05-11 13:44:58,40.05,30.41,1017.45
2025-05-11 13:45:03,40.22,31.29,1017.45
2025-05-11 13:45:08,40.1,32.26,1017.46
2025-05-11 13:45:13,40.12,31.33,1017.46
2025-05-11 13:45:18,40.13,31.35,1017.48
2025-05-11 13:45:23,40.1,31.27,1017.47
2025-05-11 13:45:28,40.15,31.45,1017.47
2025-05-11 13:45:33,40.13,31.15,1017.44
2025-05-11 13:45:38,40.08,31.29,1017.46
2025-05-11 13:45:43,40.21,31.63,1017.47
2025-05-11 13:45:48,40.17,31.36,1017.46
2025-05-11 13:45:53,40.17,31.5,1017.46
2025-05-11 13:45:58,40.17,31.49,1017.44
2025-05-11 13:46:03,40.15,31.32,1017.44
2025-05-11 13:46:08,40.19,31.53,1017.46
2025-05-11 13:46:13,40.13,31.25,1017.45
2025-05-11 13:46:18,40.24,31.41,1017.43
2025-05-11 13:46:23,40.15,31.42,1017.42
2025-05-11 13:46:28,40.15,31.24,1017.43
2025-05-11 13:46:33,40.21,31.53,1017.44
2025-05-11 13:46:38,40.15,31.11,1017.47
2025-05-11 13:46:43,40.15,31.7,1017.45
2025-05-11 13:46:48,40.28,31.29,1017.43
2025-05-11 13:46:53,40.21,31.28,1017.44
2025-05-11 13:46:58,40.26,31.63,1017.46
2025-05-11 13:47:03,40.22,31.13,1017.43
2025-05-11 13:47:08,40.22,31.2,1017.45
2025-05-11 13:47:13,40.17,31.07,1017.46
2025-05-11 13:47:18,40.28,31.15,1017.51
2025-05-11 13:47:23,40.17,30.87,1017.51
2025-05-11 13:47:28,40.28,30.83,1017.48
2025-05-11 13:47:33,40.28,31.14,1017.45
2025-05-11 13:47:38,40.21,31.56,1017.45
2025-05-11 13:47:43,40.21,31.27,1017.47
2025-05-11 13:47:48,40.24,31.48,1017.46
2025-05-11 13:47:53,40.26,31.48,1017.48
2025-05-11 13:47:58,40.17,30.92,1017.46
2025-05-11 13:48:03,40.22,31.33,1017.5
2025-05-11 13:48:08,40.28,31.4,1017.48
2025-05-11 13:48:13,40.22,31.14,1017.46
2025-05-11 13:48:18,40.28,31.57,1017.49
2025-05-11 13:48:23,40.29,31.39,1017.44
2025-05-11 13:48:28,40.29,31.25,1017.47
2025-05-11 13:48:33,40.24,31.15,1017.46
2025-05-11 13:48:38,40.17,31.04,1017.45
2025-05-11 13:48:43,40.22,31.37,1017.46
2025-05-11 13:50:14,40.29,31.18,1017.46
2025-05-11 13:50:19,40.22,30.92,1017.45
2025-05-11 13:50:24,40.26,31.18,1017.47
2025-05-11 13:50:29,40.26,31.45,1017.44
2025-05-11 13:50:34,40.21,31.36,1017.47
2025-05-11 13:50:39,40.26,31.63,1017.47
2025-05-11 13:50:44,40.31,31.4,1017.45
2025-05-11 13:50:49,40.19,31.27,1017.47
2025-05-11 13:50:54,40.17,31.27,1017.45
2025-05-11 13:50:59,40.28,31.31,1017.47
2025-05-11 13:51:04,40.22,31.23,1017.47
2025-05-11 13:51:09,40.21,31.0,1017.49
2025-05-11 13:51:14,40.24,31.21,1017.47
2025-05-11 13:51:19,40.24,30.95,1017.48
2025-05-11 13:51:24,40.24,31.57,1017.45
2025-05-11 13:51:29,40.28,31.23,1017.48
2025-05-11 13:51:34,40.26,32.11,1017.48
2025-05-11 13:51:39,40.21,30.76,1017.48
2025-05-11 13:51:44,40.17,31.27,1017.46
2025-05-11 13:51:49,40.29,31.16,1017.48
2025-05-11 13:51:54,40.22,31.12,1017.44
2025-05-11 13:51:59,40.19,31.25,1017.43
2025-05-11 13:52:04,40.15,31.35,1017.45
2025-05-11 13:52:09,40.29,31.36,1017.45
2025-05-11 13:52:14,40.21,31.48,1017.46
2025-05-11 13:52:19,40.17,32.49,1017.46
2025-05-11 13:52:24,40.22,31.3,1017.45
2025-05-11 13:52:29,40.22,31.3,1017.45
2025-05-11 13:52:34,40.29,31.37,1017.45
2025-05-11 13:52:39,40.24,31.16,1017.47
2025-05-11 13:52:44,40.12,31.39,1017.44
2025-05-11 13:52:49,40.21,30.95,1017.43
2025-05-11 13:52:54,40.13,31.23,1017.45
2025-05-11 13:52:59,40.21,31.0,1017.46
2025-05-11 13:53:04,40.12,31.06,1017.45
2025-05-11 13:53:09,40.12,30.94,1017.47
2025-05-11 13:53:14,40.24,31.17,1017.44
2025-05-11 13:53:19,40.22,32.19,1017.48
2025-05-11 13:53:24,40.17,31.3,1017.45
2025-05-11 13:53:29,40.19,31.2,1017.43
2025-05-11 13:53:34,40.17,31.2,1017.42
2025-05-11 13:53:39,40.22,31.11,1017.43
2025-05-11 13:53:44,40.29,31.42,1017.46
2025-05-11 13:53:49,40.12,31.26,1017.44
2025-05-11 13:53:54,40.24,32.76,1017.45
2025-05-11 13:53:59,40.22,30.6,1017.48
2025-05-11 13:54:04,40.1,32.38,1017.43
2025-05-11 13:54:09,40.22,31.1,1017.41
2025-05-11 13:54:14,40.29,31.49,1017.47
2025-05-11 13:54:19,40.13,31.29,1017.45
2025-05-11 13:54:24,40.24,31.38,1017.44
2025-05-11 13:54:29,40.17,31.37,1017.44
2025-05-11 13:54:34,40.17,31.27,1017.45
2025-05-11 13:54:39,40.28,32.15,1017.42
2025-05-11 13:54:44,40.26,30.83,1017.41
2025-05-11 13:54:49,40.19,31.3,1017.42
2025-05-11 13:54:54,40.15,31.28,1017.42
2025-05-11 13:54:59,40.19,31.18,1017.42
2025-05-11 13:55:04,40.19,31.22,1017.43
2025-05-11 13:55:09,40.15,31.27,1017.41
2025-05-11 13:55:14,40.12,31.06,1017.4
2025-05-11 13:55:19,40.15,30.89,1017.39
2025-05-11 13:55:24,40.17,31.2,1017.44
2025-05-11 13:55:29,40.17,31.38,1017.45
2025-05-11 13:55:34,40.21,31.98,1017.43
2025-05-11 13:55:39,40.22,32.65,1017.4
2025-05-11 13:55:44,40.24,31.11,1017.43
2025-05-11 13:55:49,40.26,31.14,1017.44
2025-05-11 13:55:54,40.33,32.49,1017.33
2025-05-11 13:55:59,40.24,30.84,1017.05
2025-05-11 13:56:04,40.29,31.04,1017.2
2025-05-11 13:56:09,40.19,30.65,1017.14
2025-05-11 13:56:14,40.26,30.4,1017.09
2025-05-11 13:56:19,40.26,30.77,1017.12
2025-05-11 13:56:24,40.19,30.64,1017.03
2025-05-11 13:56:29,40.22,29.41,1017.01
2025-05-11 13:56:34,40.01,30.25,1017.07
2025-05-11 13:56:39,40.15,30.3,1017.04
2025-05-11 13:56:44,40.17,30.43,1017.04
2025-05-11 13:56:49,40.13,29.9,1017.07
2025-05-11 13:56:54,40.13,30.02,1017.1
2025-05-11 13:56:59,40.15,30.24,1017.05
2025-05-11 13:57:04,40.22,30.08,1017.01
2025-05-11 13:57:09,40.24,30.14,1017.1
2025-05-11 13:57:14,40.21,30.13,1017.17
2025-05-11 13:57:19,40.29,30.2,1017.08
2025-05-11 13:57:24,40.19,30.18,1017.04
2025-05-11 13:57:29,40.19,29.71,1017.09
2025-05-11 13:57:34,40.12,30.46,1017.1
2025-05-11 13:57:39,40.13,30.07,1017.08
2025-05-11 13:57:44,40.13,30.05,1017.13
2025-05-11 13:57:49,40.03,29.86,1017.14
2025-05-11 13:57:54,39.96,30.2,1017.15
2025-05-11 13:57:59,40.01,29.92,1017.15
2025-05-11 13:58:04,40.17,29.98,1017.12
2025-05-11 13:58:09,39.89,29.71,1017.15
2025-05-11 13:58:14,39.92,29.87,1017.1
2025-05-11 13:58:19,39.92,29.93,1017.09
2025-05-11 13:58:24,39.89,29.75,1017.12
2025-05-11 13:58:29,39.85,30.33,1017.14
2025-05-11 13:58:34,39.89,30.03,1017.11
2025-05-11 13:58:39,39.74,29.89,1017.1
2025-05-11 13:58:44,39.76,30.03,1017.11
2025-05-11 13:58:49,39.82,28.56,1017.12
2025-05-11 13:58:54,39.83,29.89,1017.16
2025-05-11 13:58:59,39.87,29.66,1017.19
2025-05-11 13:59:04,39.9,29.51,1017.16
2025-05-11 13:59:09,39.8,29.64,1017.16
2025-05-11 13:59:14,39.76,29.53,1017.19
2025-05-11 13:59:19,39.64,29.51,1017.21
2025-05-11 13:59:24,39.74,29.7,1017.2
2025-05-11 13:59:29,39.71,29.78,1017.18
2025-05-11 13:59:34,39.66,29.6,1017.17
2025-05-11 13:59:39,39.66,29.57,1017.19
2025-05-11 13:59:44,39.69,30.42,1017.21
2025-05-11 13:59:49,39.69,29.56,1017.24
2025-05-11 13:59:54,39.71,30.1,1017.37
2025-05-11 13:59:59,39.62,29.84,1017.33
2025-05-11 14:00:04,39.69,29.97,1017.33
2025-05-11 14:00:09,39.64,30.11,1017.35
2025-05-11 14:00:14,39.48,29.93,1017.37
2025-05-11 14:00:19,39.55,29.54,1017.32
2025-05-11 14:00:24,39.57,28.98,1017.33
2025-05-11 14:00:29,39.51,30.11,1017.3
2025-05-11 14:00:34,39.46,30.02,1017.3
2025-05-11 14:00:39,39.66,30.14,1017.26
2025-05-11 14:00:45,39.6,30.12,1017.3
2025-05-11 14:00:50,39.5,29.81,1017.28
2025-05-11 14:00:55,39.69,29.96,1017.31
2025-05-11 14:01:00,39.53,30.14,1017.27
2025-05-11 14:01:05,39.53,30.2,1017.34
2025-05-11 14:01:10,39.5,29.18,1017.3
2025-05-11 14:01:15,39.43,31.16,1017.28
2025-05-11 14:01:20,39.55,30.14,1017.34
2025-05-11 14:01:25,39.46,30.03,1017.39
2025-05-11 14:01:30,39.5,29.75,1017.32
2025-05-11 14:01:35,39.5,31.32,1017.35
2025-05-11 14:01:40,39.62,28.76,1017.34
2025-05-11 14:01:45,39.48,30.2,1017.32
2025-05-11 14:01:50,39.34,29.93,1017.38
2025-05-11 14:01:55,39.59,29.63,1017.32
2025-05-11 14:02:00,39.55,29.58,1017.28
2025-05-11 14:02:05,39.51,30.16,1017.28
2025-05-11 14:02:10,39.41,30.1,1017.29
2025-05-11 14:02:15,39.53,30.03,1017.31
2025-05-11 14:02:20,39.5,30.28,1017.29
2025-05-11 14:02:25,39.59,30.09,1017.27
2025-05-11 14:02:30,39.46,29.86,1017.29
2025-05-11 14:02:35,39.51,30.08,1017.32
2025-05-11 14:02:40,39.5,30.18,1017.27
2025-05-11 14:02:45,39.59,29.78,1017.29
2025-05-11 14:02:50,39.55,30.16,1017.27
2025-05-11 14:02:55,39.55,30.39,1017.25
2025-05-11 14:03:00,39.46,29.6,1017.31
2025-05-11 14:03:05,39.5,28.36,1017.24
2025-05-11 14:03:10,39.37,29.93,1017.28
2025-05-11 14:03:15,39.51,29.79,1017.22
2025-05-11 14:03:20,39.53,29.84,1017.25
2025-05-11 14:03:25,39.43,28.84,1017.25
2025-05-11 14:03:30,39.44,29.39,1017.24
2025-05-11 14:03:35,39.48,29.14,1017.21
2025-05-11 14:03:40,39.48,29.87,1017.23
2025-05-11 14:03:45,39.5,29.77,1017.23
2025-05-11 14:03:50,39.55,29.57,1017.21
2025-05-25 13:51:05,31.43,50.83,998.88
2025-05-25 13:51:10,31.54,51.53,998.86
2025-05-25 13:51:15,31.66,50.36,998.83
2025-05-25 13:51:20,31.58,50.73,998.85
2025-05-25 13:51:25,31.7,49.88,998.85
2025-05-25 13:51:30,31.74,49.83,998.83
2025-05-25 13:51:35,31.88,49.4,998.81
2025-05-25 13:51:40,31.91,49.32,998.83
2025-05-25 13:51:45,32.04,49.18,998.82
2025-05-25 13:51:50,32.0,48.91,998.84
2025-05-25 13:51:55,32.18,49.27,998.84
2025-05-25 13:52:00,32.18,48.69,998.84
2025-05-25 13:52:05,32.36,48.51,998.85
2025-05-25 13:52:10,32.36,48.43,998.87
2025-05-25 13:52:15,32.44,48.34,998.83
2025-05-25 13:52:20,32.48,48.13,998.85
2025-05-25 13:52:25,32.55,48.16,998.83
2025-05-25 13:52:30,32.67,47.94,998.84
2025-05-25 13:52:35,32.69,48.97,998.85
2025-05-25 13:52:40,32.71,47.48,998.85
2025-05-25 13:52:45,32.78,47.5,998.85
2025-05-25 13:52:50,32.89,47.88,998.83
2025-05-25 13:52:55,32.92,47.16,998.86
2025-05-25 13:53:00,32.94,46.88,998.8
2025-05-25 13:53:05,33.12,47.04,998.81
2025-05-25 13:53:10,33.01,46.89,998.82
2025-05-25 13:53:15,33.06,46.81,998.83
2025-05-25 13:53:20,33.3,46.59,998.83
2025-05-25 13:53:25,33.3,46.64,998.83
2025-05-25 13:53:30,33.37,46.79,998.83
2025-05-25 13:53:35,33.35,46.68,998.85
2025-05-25 13:53:40,33.49,46.25,998.83
2025-05-25 13:53:45,33.45,46.24,998.85
2025-05-25 13:53:50,33.6,46.21,998.84
2025-05-25 13:53:55,33.54,45.73,998.81
2025-05-25 13:54:00,33.74,45.3,998.82
2025-05-25 13:54:05,33.72,47.12,998.8
2025-05-25 13:54:10,33.79,45.07,998.81
2025-05-25 13:54:15,33.86,45.55,998.8
2025-05-25 13:54:20,33.72,45.72,998.82
2025-05-25 13:54:25,33.86,46.59,998.81
2025-05-25 13:54:30,33.86,45.36,998.84
2025-05-25 13:54:35,33.86,45.27,998.83
2025-05-25 13:54:40,34.06,45.77,998.85
